filename,text,up_votes,down_votes,age,gender,accent,duration,generated_text
cv-valid-dev/sample-000065.mp3,where was his horse,2,0,,,,1.416,where was his horse
cv-valid-dev/sample-000066.mp3,it was glaringly hot not a cloud in the sky nor a breath of wind,5,1,thirties,male,australia,3.144,it was glaringly hot not a cloud in the sky nor a breath of wind
cv-valid-dev/sample-000067.mp3,compiling the linux kernel can be time consuming,2,0,fourties,male,us,4.2,compiling the linnox colonel can be time consuming
cv-valid-dev/sample-000068.mp3,if that guy lays an egg,1,0,seventies,male,england,2.52,if that guy lays an egg
cv-valid-dev/sample-000069.mp3,the brass lamp had been disturbed,1,0,,,,4.704,the brass lamd had been disturbed
cv-valid-dev/sample-000070.mp3,sadly my dream of becoming a squirrel whisperer may never happen,3,0,seventies,male,us,5.304,sadly my dream of becoming a squirrel whisperer may never happen
cv-valid-dev/sample-000071.mp3,who do you think writes them,1,0,,,,2.904,who do you think writes them
cv-valid-dev/sample-000072.mp3,i'm ok if you're ok about it,1,0,,,,2.808,anarchy of udoch about it
cv-valid-dev/sample-000073.mp3,the achieved results are far behind the stateoftheart in image classification,1,0,twenties,male,us,4.272,the achieved results ore far behind the state of the art in image lusification
cv-valid-dev/sample-000074.mp3,i'll be back in a minute,1,0,,,us,1.944,i'll be back in a minute
cv-valid-dev/sample-000075.mp3,judge debra sent me,1,0,fifties,male,,2.184,judge debora sent me
cv-valid-dev/sample-000076.mp3,a large piece suddenly came off and fell with a loud and sharp noise,1,0,,,,5.424,a large piece suddenly came off and fell with a loud and sharp noise
cv-valid-dev/sample-000077.mp3,it left a greenish streak that glowed for some seconds,2,0,,,,4.656,it left a greeny streak that glowed for some seconds
cv-valid-dev/sample-000078.mp3,the homeless seem to like soup,1,0,,,,2.856,the homeless seemed to like soup
cv-valid-dev/sample-000079.mp3,and finally the falcon returned with their meal,1,0,,,,4.224,and finally the falcon returned with their meal
cv-valid-dev/sample-000080.mp3,two more months passed and the shelf brought many customers into the crystal shop,2,0,twenties,male,us,5.064,two more months passed and the shout brought many customers into the crystal shop
cv-valid-dev/sample-000081.mp3,he decanted the wine and began to recount the disturbing story he had been told,1,0,,,,7.584,he deconted the wine and began to recount the disturbing story he had been told
cv-valid-dev/sample-000082.mp3,at least she knows how to behave at funerals,1,0,fifties,female,england,4.056,at least she knows how to behave at funerals
cv-valid-dev/sample-000083.mp3,look at the policy i gave him,1,0,thirties,male,us,4.104,look at the policy i gave him
cv-valid-dev/sample-000084.mp3,then i don't get paid,2,1,,,,2.616,then i don't get paid
cv-valid-dev/sample-000085.mp3,i got two giant bug bites on my right leg from last night and they hurt,4,0,thirties,female,us,5.424,i got two giant bulkbites on my right leg from last night and they hurt
cv-valid-dev/sample-000086.mp3,but they really don't know what they're saying,3,0,,,,2.832,but they really don't know what they're saying
cv-valid-dev/sample-000087.mp3,and also by unhappiness envy and jealousy,2,0,,,,3.408,and also by unhappiness envy and jealousy
cv-valid-dev/sample-000088.mp3,some of the grey ash was falling off the circular edge,3,0,,,,4.176,some of the grey ash was falling off the circular edge
cv-valid-dev/sample-000089.mp3,the stranger seemed satisfied with the answer,3,0,,,,3.024,the stranger seemed satisfied it the answer
cv-valid-dev/sample-000090.mp3,i don't care what you charge them with,1,0,,,,4.824,i don't care what you charge them with
cv-valid-dev/sample-000091.mp3,what was all that,3,0,thirties,male,england,3.216,what a boss all that
cv-valid-dev/sample-000092.mp3,it was the first time she had done that,3,1,,,,3.168,it was the first time she had done that
cv-valid-dev/sample-000093.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,3,0,,,,6.912,it was faintly marked with transverse stripes and slightly flattened from the perfect round
cv-valid-dev/sample-000094.mp3,we can't let the chronicle get the laugh on us,1,0,thirties,female,england,2.688,we can't let the chronicle get the laugh on us
cv-valid-dev/sample-000095.mp3,you're far too valuable,1,0,,,,3.048,you are far too vallable
cv-valid-dev/sample-000096.mp3,they eat lunch together often but dont really talk outside the office,3,0,,,,8.64,they eat lunch together often but don't really talk outside the office
cv-valid-dev/sample-000097.mp3,a half a heelot,1,0,,,,1.416,a half of helot
cv-valid-dev/sample-000098.mp3,hunches his mother used to call them,3,0,sixties,female,canada,4.656,hunches his mother used to call them
cv-valid-dev/sample-000099.mp3,it is recommended to drink at least two liters of water a day,1,0,twenties,male,,4.128,it is recommended to drink at least two leaders of water a day
cv-valid-dev/sample-000100.mp3,vibrations of peace throughout the tent,6,2,,male,us,3.792,vibrations of pease theler content
cv-valid-dev/sample-000101.mp3,thomas went to war,3,0,,,,3.384,thomas went to war
cv-valid-dev/sample-000102.mp3,they were in an immense setting surrounded by thousands of people speaking a strange language,1,0,twenties,male,england,5.688,they were in an immense setting surrounded by thousands of people speaking a strange language
cv-valid-dev/sample-000103.mp3,tangier is not like the rest of africa,9,0,,,,3.912,tangier is not like the rest of africa
cv-valid-dev/sample-000104.mp3,i'll hang it up,2,0,,,,4.584,i'll hang it up
cv-valid-dev/sample-000105.mp3,there is a way out,1,0,,,,3.504,there is a way out
cv-valid-dev/sample-000106.mp3,i'm going with you the boy said,2,0,,,,6.672,i'm going with you the boy said
cv-valid-dev/sample-000107.mp3,who is your friend the chief asked,2,0,,,,4.944,who is your friend the chief asked
cv-valid-dev/sample-000108.mp3,i'll tell you in a minute,3,0,,,,2.472,i'll terr you in a minute
cv-valid-dev/sample-000109.mp3,i think they perceived that nothing was to be done at the moment,2,0,twenties,male,indian,4.416,i think they perceived that nothing was to be done at the moment
cv-valid-dev/sample-000110.mp3,in some places the ground was covered with the salt of driedup lakes,3,0,twenties,male,england,6.264,in some places the ground was covered with a salt of dried up lakes
cv-valid-dev/sample-000111.mp3,that's why i was sent down here,1,0,thirties,male,us,3.744,that's why i was sent down here
cv-valid-dev/sample-000112.mp3,i heard a peculiar humming sound from the pit,4,1,,,,4.848,i heard a peculiar humming sound from the pit
cv-valid-dev/sample-000113.mp3,he had come to the town only to find a woman who could interpret his dream,2,1,fourties,male,canada,3.576,he had come to a town only to find a woman who could interpret his dream
cv-valid-dev/sample-000114.mp3,why the shots stopped after the tenth no one on earth has tried to explain,3,0,fourties,male,scotland,7.296,why the shots stopped after the tenth no one on earth has tried to explain
cv-valid-dev/sample-000115.mp3,for some reason we were blocked from entering,1,0,teens,male,us,2.544,for some reason we were blocked from entering
cv-valid-dev/sample-000116.mp3,the swimming pool was full of chlorine,1,0,,,,6.96,the threaming pool was full of chloren
cv-valid-dev/sample-000117.mp3,but you are in the desert,3,0,thirties,male,us,3.144,but you are in the desert
cv-valid-dev/sample-000118.mp3,he was more confident in himself though and felt as though he could conquer the world,2,1,,,,7.344,he was more confident in himself though and felt as though he could conquer the world
cv-valid-dev/sample-000119.mp3,she refilled her vessel and left,3,0,twenties,male,us,2.736,sheri failed her vasal and laughed
cv-valid-dev/sample-000120.mp3,i noticed that the boy answered,1,0,,,,5.28,i noticed that the boy answered
cv-valid-dev/sample-000121.mp3,throughout the entire day we will be on the lookout for our enemies,3,0,,,,7.344,throughout the entire day we build beyond the lookout for our enemies
cv-valid-dev/sample-000122.mp3,at other times at a crucial moment i make it easier for things to happen,2,0,,,,5.304,at other times at a cruising moment you make it easier for things to happen
cv-valid-dev/sample-000123.mp3,all the joy he had seen that morning had suddenly disappeared,6,0,thirties,male,england,5.976,all the joy he had seen that morning had suddenly disappeared
cv-valid-dev/sample-000124.mp3,you can't desert now,1,0,,,,2.424,you can't desert now
cv-valid-dev/sample-000125.mp3,i have no information about troops or about the movement of the tribes,3,0,,,,5.976,i have no information about troops or aboard the movement of the tribes
cv-valid-dev/sample-000126.mp3,you have been stopping me,2,0,fourties,male,scotland,2.784,you have been stopping me
cv-valid-dev/sample-000127.mp3,there were raised voicesand some sort of struggle appeared to be going on ,4,0,,,,5.208,they've arraced voices and some sort of struggle appeared to be going on
cv-valid-dev/sample-000128.mp3,i got drunk yesterday and thought i built a super computer,2,1,fourties,male,us,5.088,i got drunk yesterday and thought i built a supercompeter
cv-valid-dev/sample-000129.mp3,he was immensely excited at the news,4,0,twenties,male,england,3.288,he was immensely excited at the nus
cv-valid-dev/sample-000130.mp3,using script blockers is generally a good idea but it requires the user to learn a bit,1,0,teens,male,us,4.896,using scrip lockers is generally a good idea but it requires the user to learn a bit
cv-valid-dev/sample-000131.mp3,so when i look out over your sands i am also looking at her,2,0,,,,6.768,so when i look out over your sense i am also looking at her
cv-valid-dev/sample-000132.mp3,he's home cooking dinner,2,0,fourties,male,england,2.184,he's home cooking dinner
cv-valid-dev/sample-000133.mp3,let's have a look at the standard deviation,3,0,thirties,male,,2.736,let's have a look at the standard deviation
cv-valid-dev/sample-000134.mp3,now that's too much,2,0,,,,1.608,now that's too much
cv-valid-dev/sample-000135.mp3,he just got a new kite for his birthday,1,0,thirties,female,england,4.008,he just got a new kite for his birthday
cv-valid-dev/sample-000136.mp3,the ceiling collapsed inwards,1,0,twenties,male,us,2.52,the ceiling collapsed inwards
cv-valid-dev/sample-000137.mp3,for example i can say score test word to print test word or camel test word to print testword,1,0,,,,9.216,for example i can say score test word to print test word or camel test word to print test word
cv-valid-dev/sample-000138.mp3,i'm a woman of the desert she said averting her face,6,0,,,,5.184,i am a woman of the desert she said averting her face
cv-valid-dev/sample-000139.mp3,we want to sell handmade chukka boots in that food truck,1,0,thirties,male,us,3.12,we want to sell henmade chuka boots in that food truok
cv-valid-dev/sample-000140.mp3,he's talking like a child,2,0,thirties,female,indian,2.424,he is talking like a child
cv-valid-dev/sample-000141.mp3,the quicker the better,2,0,,,,2.304,the quicker the better
cv-valid-dev/sample-000142.mp3,and you married her,1,0,fourties,female,us,2.184,then you married her
cv-valid-dev/sample-000143.mp3,few people realise the immensity of vacancy,6,1,,,,3.384,few people realize the immensity of vacancy
cv-valid-dev/sample-000144.mp3,the englishman's eyes lit up,2,0,,,,4.416,the englishman's eyes lit up
cv-valid-dev/sample-000145.mp3,few people realise the immensity of vacancy,3,0,teens,male,us,3.504,few people realized the immensity of vacancy
cv-valid-dev/sample-000146.mp3,when the sun sets the men will once again surrender their arms to me,3,0,,,,5.304,when the sun sets the men will once again surrender their arms to me
cv-valid-dev/sample-000147.mp3,its lower end was still embedded,3,0,,,,2.424,its laura end was still imbedded
cv-valid-dev/sample-000148.mp3,before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war,3,0,,,,9.144,before guns were invented armies had trowed bullets at each other and if a bullet touched you ye had to set out until the next war
cv-valid-dev/sample-000149.mp3,now leave us alone said the boy to the young arab,1,0,twenties,male,us,4.56,now leave us alone said the boy to the young arab
cv-valid-dev/sample-000150.mp3,on the first day he returned with a rabbit and on the second with two birds,9,2,,,,3.168,on the first day he returned with a rabbit and on the second t
cv-valid-dev/sample-000151.mp3,as soon as he saw me among the crowd he called to me to come down,4,0,,,,5.424,as soon as he saw me among the crowd he called to me to come down
cv-valid-dev/sample-000152.mp3,i'm not hiding anything the boy answered,7,0,twenties,female,us,2.76,i'm not hiding anything the boy answered
cv-valid-dev/sample-000153.mp3,a large portion of the cylinder had been uncovered,3,0,sixties,female,us,4.704,a large portion of the cylinder had been uncovered
cv-valid-dev/sample-000154.mp3,i'm hunting with my falcon the alchemist answered,1,0,,,,4.296,i'm hunting with mafolcan the alchymist answered
cv-valid-dev/sample-000155.mp3,it's not what enters men's mouths that's evil said the alchemist,3,1,sixties,female,canada,6.576,it's not what enters man's mouth that's evil said the alchemist
cv-valid-dev/sample-000156.mp3,an army is coming the boy said,2,0,fourties,male,,2.568,an army is coming the boy said
cv-valid-dev/sample-000157.mp3,so you know about love the boy said,1,0,fifties,male,scotland,2.736,so you know abou lup the boy said
cv-valid-dev/sample-000158.mp3,there are rumors of tribal wars he told them,3,1,,,,3.816,there are rumors of trival wars he told them
cv-valid-dev/sample-000159.mp3,the first rule of don't fight club is let's talk about it,76,6,twenties,male,us,5.76,the first rule of don't fight club is let's talk about it
cv-valid-dev/sample-000160.mp3,the steel of its blade glittered in the light of the moon,6,1,,,,3.144,the steel of its blade glittered and the light of the moon
cv-valid-dev/sample-000161.mp3,the man looked at the angel in surprise,2,0,,,,3.216,the man looked at the angel in surprise
cv-valid-dev/sample-000162.mp3,he only lost three buttons off his vest,3,0,sixties,male,canada,4.416,he only lost three buttons off his vest
cv-valid-dev/sample-000163.mp3,i think we can do better after the boat sails,1,0,fourties,female,us,4.128,i think we can do better after the boat sails
cv-valid-dev/sample-000164.mp3,the englishman didn't answer him directly,2,0,,,,4.056,the englishman didn't answer him directly
cv-valid-dev/sample-000165.mp3,he felt weighted down by the centuries of time since the pyramids had been built,1,0,,,,4.632,he felt weighted down by the sentries of time since the pyramids had been built
cv-valid-dev/sample-000166.mp3,fatima the girl said averting her eyes,2,0,,,,4.872,fadi man ne gorty aburning her eyes
cv-valid-dev/sample-000167.mp3,the boy was relieved,5,0,teens,male,us,2.184,the boy was relieved
cv-valid-dev/sample-000168.mp3,in any case it's good that you've learned that everything in life has its price,2,0,,,,7.104,in any case it's good that you've learned that everything in life has its price
cv-valid-dev/sample-000169.mp3,i'm not rubbing it in,1,0,twenties,male,indian,2.496,noht lobiny did
cv-valid-dev/sample-000170.mp3,now let's see what you look like when you protest,1,0,fifties,female,,3.72,now let's see what you look like when you protest
cv-valid-dev/sample-000171.mp3,few people realise the immensity of vacancy,5,0,thirties,male,us,4.416,few people realized the immensity of vacancy
cv-valid-dev/sample-000172.mp3,on the very first page it described a burial ceremony,3,1,,,,3.936,on the very first page it described a burial ceremony
cv-valid-dev/sample-000173.mp3,you're right when you say my father was no business man,1,0,twenties,female,england,3.48,you're right when you say my father was no business man
cv-valid-dev/sample-000174.mp3,the woman said she had never heard of such a person and hurried away,2,0,,,,5.496,the woman said she had never had of such a person and hired away
cv-valid-dev/sample-000175.mp3,what boat you sailing on,2,0,thirties,female,us,2.304,what boat are you sailing on
cv-valid-dev/sample-000176.mp3,he moved about invisible but everyone could hear him,3,0,,,,5.184,he moved about invisible but everyone could hear him
cv-valid-dev/sample-000177.mp3,what's the matter with eleanor,2,0,thirties,male,,2.496,what's the matter with eleanor
cv-valid-dev/sample-000178.mp3,it must have fallen while i was sitting over there,12,0,,,,3.12,it must have fallen while i was sitting over there
cv-valid-dev/sample-000179.mp3,worked hard just to have food and water like the sheep,1,0,,,,3.384,worked hard just to have food and water likete
cv-valid-dev/sample-000180.mp3,what a load of trash sarah opined,1,0,fifties,male,australia,3.696,what a load of tresh sarah a pind
cv-valid-dev/sample-000181.mp3,rest well tonight as if you were a warrior preparing for combat,4,0,,,,5.112,rest well to night as if you were a warrior preparing for combat
cv-valid-dev/sample-000182.mp3,the teenagers put on red hoodies for their annual toboggan run,1,0,thirties,male,canada,4.104,the tean agrs put on red hoodies for their annual to bagenram
cv-valid-dev/sample-000183.mp3,learn to recognize omens and follow them the old king had said,2,0,,,,5.424,learned to recognise omens and follow them the old king had said
cv-valid-dev/sample-000184.mp3,berlin can be so lovely this time of year,1,0,twenties,male,us,3.624,burling can be so lovely this time of year
cv-valid-dev/sample-000185.mp3,laura took out a cigarette and placed it in her mouth,1,0,fourties,,australia,3,laura took out a cigarette and placed it in her map
cv-valid-dev/sample-000186.mp3,they were fascinating stories each of them lived out his destiny to the end,3,0,,,,5.208,they were fascinating stories each of them lived out its destiny to the end
cv-valid-dev/sample-000187.mp3,the vision vanished immediately but it had shaken him,2,0,twenties,female,england,4.104,the vision vanished immediately but it had shaken him
cv-valid-dev/sample-000188.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight,4,0,,,,6.072,one can imagine these two covered with sand running up the little street in the bright sunlight
cv-valid-dev/sample-000189.mp3,crooks don't pay taxes,1,0,twenties,male,,2.904,cruks don't pay texas
cv-valid-dev/sample-000190.mp3,the omens had told him so,3,0,twenties,male,england,2.496,the omens a told him so
cv-valid-dev/sample-000191.mp3,but the boy knew that he was referring to fatima,3,0,twenties,other,ireland,3.216,but the boy knew that he was referring to fadamer
cv-valid-dev/sample-000192.mp3,the arab accepted them without a word,2,0,,,,5.304,the arab accepted them without a word
cv-valid-dev/sample-000193.mp3,but that was simply because my eye was tired,5,0,,,,4.56,but that was simply because my ey was tired
cv-valid-dev/sample-000194.mp3,welcome to dave's guitar session,1,0,,,,4.704,welcome to dave's guitar session
cv-valid-dev/sample-000195.mp3,is that job still open,1,0,,,,2.688,is that dop still open
cv-valid-dev/sample-000196.mp3,when he was a child that man wanted to travel too,3,0,fourties,male,us,4.536,when he was a child that man wanted to travel to
cv-valid-dev/sample-000197.mp3,he believed in omens,1,0,,,,4.248,he believed in almends
cv-valid-dev/sample-000198.mp3,on top of all that the weeds keep growing and the garbage has to be taken out,2,0,fifties,female,indian,5.856,on top of all that the weeds keep growing and the gabbit has to be taken out
cv-valid-dev/sample-000199.mp3,but a lovely chap,1,0,,,,2.616,bought a lovely jap
cv-valid-dev/sample-000200.mp3,at that time it was quite clear in my own mind that the thing had come from the planet mars,2,0,fourties,male,england,6.096,at that time it was quite clear in my own mind that the thing had come from the planet mars
cv-valid-dev/sample-000201.mp3,that's not so bad,2,0,thirties,male,england,2.832,that's not so bad
cv-valid-dev/sample-000202.mp3,how strange africa is thought the boy,3,1,,,,3.792,how strange africa is thought the boy
cv-valid-dev/sample-000203.mp3,he had seen the shooting star and was persuaded that a meteorite lay somewhere nearby,4,1,teens,male,canada,6.504,he had seen the shooting star and was persuaded that a meteorite lay somewhere near by
cv-valid-dev/sample-000204.mp3,for every ten dead men among our enemies you will receive a piece of gold,3,0,,,,6.456,for every ten dead men among our enemies you will recive a piece of gold
cv-valid-dev/sample-000205.mp3,and eventually man will nourish your sands where the game will once again flourish,1,0,fourties,male,african,8.448,and eventually man wool nourish your sands where the game woll want again flourish
cv-valid-dev/sample-000206.mp3,the alchemists spent years in their laboratories observing the fire that purified the metals,1,0,twenties,male,us,5.832,the ochymists spent years in their laboratories observing the fire that purified the metals
cv-valid-dev/sample-000207.mp3,we're just slowly plodding through some user interviews at the moment,1,0,,,,5.808,we're just slowly plodding through some user interviews at the moment
cv-valid-dev/sample-000208.mp3,any decent editor can show you line numbers and let you jump to a specific line,1,0,teens,male,us,5.184,any decent editor can show you y numbers and let you jump to specific wai
cv-valid-dev/sample-000209.mp3,i'm going into the desert the man answered turning back to his reading,1,0,,,,5.376,i'm going into the desert the man answered turning back to his reading
cv-valid-dev/sample-000210.mp3,it was such a gradual movement that he found it only by noticing the dots,1,0,sixties,female,malaysia,11.184,it was such a gradual movement that he found it only by noticing the dogs
cv-valid-dev/sample-000211.mp3,the englishman was unable to sleep one night,3,0,fifties,male,scotland,3.096,the englishman was unable to sleep one night
cv-valid-dev/sample-000212.mp3,maybe tomorrow said the boy moving away,2,0,,,,3.984,maybe to morrow said the boy moving away
cv-valid-dev/sample-000213.mp3,i want my garden to be filled with roses petunias and passion flowers,1,0,fifties,male,england,5.568,i want my garden to be filled with roses petunias and passion flowers
cv-valid-dev/sample-000214.mp3,and we had a bite,1,0,fifties,female,indian,2.304,and we had a bint
cv-valid-dev/sample-000215.mp3,mr and mrs nate joined the red cross and sewed,2,0,,,,5.184,mister and missus nate joined the red cross and sewed
cv-valid-dev/sample-000216.mp3,throughout the entire day we will be on the lookout for our enemies,1,0,twenties,male,indian,5.136,throughout the entire day we'll be on the lookout for our enemies
cv-valid-dev/sample-000217.mp3,just as your grandfather taught you,3,0,fourties,female,us,2.784,just as your grandfather taught you
cv-valid-dev/sample-000218.mp3,the model has effectively three fully connected layers,1,0,,,,5.016,the mordo has effectually three fully connected lairs
cv-valid-dev/sample-000219.mp3,he saw that fatima's eyes were filled with tears,2,0,,,,7.344,he saw that fatima's eyes were filled with tears
